refseqID,description
NC_007181.1,Sulfolobus acidocaldarius DSM 639
NZ_CP010070.1,Candidatus Methanoplasma termitum strain MpT1 chromosome
NZ_CP075546.1,Methanospirillum sp. J.3.6.1-F.2.7.3 chromosome
NC_009634.1,Methanococcus vannielii SB
NC_009051.1,Methanoculleus marisnigri JR1
NC_012726.1,Sulfolobus islandicus M.16.4
NC_015847.1,Methanococcus maripaludis X1
NZ_CP070377.1,Halobacterium sp. GSL-19 chromosome
NZ_CP029287.2,Metallosphaera hakonensis JCM 8857 = DSM 7519 strain HO1-1 chromosome
NC_021353.1,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
NC_017941.2,Haloferax mediterranei ATCC 33500
NZ_CP070332.1,Halobacterium sp. BOL4-2 chromosome
NZ_CP024808.1,Candidatus Nitrosotenuis aquarius strain AQ6F chromosome
NC_019791.1,Caldisphaera lagunensis DSM 15908
NC_009975.1,Methanococcus maripaludis C6
NC_015435.1,Metallosphaera cuprina Ar-4
NZ_CP035730.1,Sulfolobus sp. S-194 chromosome
NZ_AP018553.1,Sulfodiicoccus acidiphilus strain HS-1 chromosome
NC_013887.1,Methanocaldococcus sp. FS406-22
NC_008212.1,Haloquadratum walsbyi DSM 16790
NZ_LT607756.1,Methanobacterium congolense isolate Buetzberg chromosome I
NC_013926.1,Aciduliprofundum boonei T469
NC_014222.1,Methanococcus voltae A3
NC_016070.1,Thermoproteus tenax Kra 1
NZ_CP010835.1,Pyrococcus kukulkanii strain NCB100 chromosome
NZ_CP058909.1,Halosimplex pelagicum strain R2 chromosome
NZ_LR698975.1,Methanosphaera stadtmanae isolate MGYG-HGUT-02164 chromosome 1
NZ_CP020477.1,Acidianus manzaensis strain YN-25 chromosome
NC_014205.1,Staphylothermus hellenicus DSM 12710
NZ_CP015363.1,Ferroplasma acidiphilum strain Y chromosome
NZ_CP075546.1,Methanospirillum sp. J.3.6.1-F.2.7.3 chromosome
NC_009776.1,Ignicoccus hospitalis KIN4/I
NC_018224.1,Natrinema sp. J7-2
NC_009637.1,Methanococcus maripaludis C7
NZ_CP015363.1,Ferroplasma acidiphilum strain Y chromosome
NC_003901.1,Methanosarcina mazei Go1
NC_014658.1,Methanothermus fervidus DSM 2088
NZ_CP023154.1,Pyrococcus furiosus DSM 3638 chromosome
NZ_CP014265.1,Methanobrevibacter olleyae strain YLM1 chromosome
NC_009776.1,Ignicoccus hospitalis KIN4/I
NC_016070.1,Thermoproteus tenax Kra 1
NC_012589.1,Sulfolobus islandicus L.S.2.15
NC_012623.1,Sulfolobus islandicus Y.N.15.51
NZ_CP014213.1,Methanosphaera sp. BMS chromosome
NZ_CP011057.2,Saccharolobus solfataricus strain SULA isolate 98/2 chromosome
NC_015416.1,Methanothrix soehngenii GP6
NC_000909.1,Methanocaldococcus jannaschii DSM 2661
NZ_CP076019.1,Halorubrum sp. 2020YC2 chromosome
NZ_CP009502.1,Methanosarcina thermophila CHTI-55 chromosome
NC_015216.1,Methanobacterium lacus
NZ_CP009509.1,Methanosarcina mazei WWM610 chromosome
NC_014297.1,Halalkalicoccus jeotgali B3
NC_008942.1,Methanocorpusculum labreanum Z
NZ_LR881183.1,Thermococcus sp. IRI35c chromosome TIRI35C
NZ_CP016804.1,Halodesulfurarchaeum formicicum strain HSR6 chromosome
NC_013790.1,Methanobrevibacter ruminantium M1
NZ_CP058334.1,Natronomonas halophila strain C90 chromosome
NZ_CP012850.1,Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome
NC_014507.1,Methanolacinia petrolearia DSM 11571
NZ_CP017766.1,Methanobacterium subterraneum strain MO-MB1 chromosome
NC_007426.1,Natronomonas pharaonis DSM 2160
NZ_CP009530.1,Methanosarcina barkeri 227 chromosome
NC_013407.1,Methanocaldococcus vulcanius M7
NC_015435.1,Metallosphaera cuprina Ar-4
NC_018719.1,Candidatus Nitrososphaera gargensis Ga9.2
NZ_CP033238.1,Saccharolobus solfataricus strain SULM chromosome
NZ_CP063205.1,Haloferax gibbonsii strain LR2-5 chromosome
NC_017034.1,Methanocella conradii HZ254
NZ_LT900021.1,Thermococcus sp. EXT12c chromosome I
NZ_CP009503.1,Methanosarcina sp. WWM596 chromosome
NC_008212.1,Haloquadratum walsbyi DSM 16790
NC_015658.1,Halopiger xanaduensis SH-6 plasmid pHALXA01
NC_019943.1,Methanoregula formicica SMSP
NZ_AP018929.1,Sulfuracidifex tepidarius strain IC-006 chromosome
NZ_CP012200.1,Thermococcus sp. 2319x1 chromosome
NC_014297.1,Halalkalicoccus jeotgali B3
NZ_AP011526.1,Methanococcus maripaludis KA1 chromosome
NC_012623.1,Sulfolobus islandicus Y.N.15.51
NC_013926.1,Aciduliprofundum boonei T469
NZ_CP017768.1,Methanobacterium subterraneum strain A8p chromosome
NZ_CP031310.1,Halapricum salinum strain CBA1105 chromosome
NC_014658.1,Methanothermus fervidus DSM 2088
NC_000916.1,Methanothermobacter thermautotrophicus str. Delta H
NZ_CP007060.1,Halobacterium sp. DL1 chromosome
NC_015562.1,Methanotorris igneus Kol 5
NZ_CP011564.1,Halanaeroarchaeum sulfurireducens strain M27-SA2 chromosome
NC_009033.1,Staphylothermus marinus F1
NC_021921.1,Halorhabdus tiamatea SARL4B chromosome I
NC_016051.1,Thermococcus sp. AM4
NZ_CP015363.1,Ferroplasma acidiphilum strain Y chromosome
NZ_CP027033.1,Natrarchaeobaculum sulfurireducens strain AArc-Mg chromosome
NZ_CP053941.1,Halorubrum sp. RHB-C chromosome
NZ_CP008746.1,Methanosarcina barkeri CM1 chromosome
NC_000917.1,Archaeoglobus fulgidus DSM 4304
NC_013967.1,Haloferax volcanii DS2
NZ_CP063144.1,Thermosphaera aggregans strain 3507 chromosome
NZ_CP030846.1,Candidatus Nitrosotenuis sp. DW1 chromosome
NC_017459.1,Haloquadratum walsbyi C23
NZ_CP020477.1,Acidianus manzaensis strain YN-25 chromosome
NZ_CP022242.1,Methanofervidicoccus sp. A16 chromosome
NC_012623.1,Sulfolobus islandicus Y.N.15.51
NC_019964.1,Halovivax ruber XH-70
NZ_CP015104.1,Thermococcus sp. P6 chromosome
NZ_CP050014.1,Haloarcula sp. JP-L23 chromosome
NZ_CP011057.2,Saccharolobus solfataricus strain SULA isolate 98/2 chromosome
NZ_CP009506.1,Methanosarcina siciliae T4/M chromosome
NZ_CP011564.1,Halanaeroarchaeum sulfurireducens strain M27-SA2 chromosome
NC_014374.1,Acidilobus saccharovorans 345-15
NZ_CP063144.1,Thermosphaera aggregans strain 3507 chromosome
NZ_CP009509.1,Methanosarcina mazei WWM610 chromosome
NZ_CP026994.1,Nitrosopumilus oxyclinae strain HCE1 chromosome
NC_009033.1,Staphylothermus marinus F1
NZ_LT607756.1,Methanobacterium congolense isolate Buetzberg chromosome I
NC_011766.1,Desulfurococcus amylolyticus 1221n
NZ_CP020360.1,Sulfolobus acidocaldarius strain Y14 18-5 chromosome
NC_000854.2,Aeropyrum pernix K1
NZ_CP035425.1,Candidatus Nitrosopumilus sp. SW chromosome
NZ_CP007493.1,Thermofilum adornatus 1505 chromosome
NC_014374.1,Acidilobus saccharovorans 345-15
NC_014804.1,Thermococcus barophilus MP
NC_019977.1,Methanomethylovorans hollandica DSM 15978
NZ_CP067007.1,Nitrosopumilus sp. K4 chromosome
NC_019792.1,Natronobacterium gregoryi SP2
NC_012623.1,Sulfolobus islandicus Y.N.15.51
NZ_CP045142.1,Halomicrobium sp. ZPS1 chromosome
NZ_CP006933.1,Methanobacterium formicicum strain BRM9 chromosome
NZ_CP058560.1,Methanobacterium sp. MethCAN chromosome
NC_022093.1,Thermofilum adornatum
NZ_CP058335.1,Natronomonas salina strain YPL13 chromosome
NZ_CP017686.1,Candidatus Methanomethylophilus alvus strain Mx-05 chromosome
NZ_AP011528.1,Methanococcus maripaludis OS7 chromosome
NZ_CP058579.1,Halobonum sp. NJ-3-1 chromosome
NZ_CP009505.1,Methanosarcina sp. MTP4 chromosome
NZ_CP015103.1,Thermococcus siculi strain RG-20 chromosome
NZ_CP031156.1,Metallosphaera prunae strain Ron 12/II chromosome
NC_005877.1,Picrophilus torridus DSM 9790
NZ_CP012850.1,Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome
NZ_CP013011.1,Pyrodictium delaneyi strain Su06 chromosome
NC_019962.1,Natrinema pellirubrum DSM 15624
NZ_CP008887.1,Thermococcus eurythermalis strain A501 chromosome
NZ_CP031310.1,Halapricum salinum strain CBA1105 chromosome
NC_015865.1,Thermococcus sp. 4557
NZ_AP017559.1,Halopenitus persicus strain CBA1233 plasmid pCBA1233
NZ_CP019154.1,Haloarcula taiwanensis strain Taiwanensis chromosome I
NZ_AP018929.1,Sulfuracidifex tepidarius strain IC-006 chromosome
NC_009637.1,Methanococcus maripaludis C7
NZ_CP073695.1,Halorubrum sodomense strain MBLA0099 chromosome
NZ_LR698975.1,Methanosphaera stadtmanae isolate MGYG-HGUT-02164 chromosome 1
NC_011529.1,Thermococcus onnurineus NA1
NZ_CP020477.1,Acidianus manzaensis strain YN-25 chromosome
NC_008698.1,Thermofilum pendens Hrk 5
NC_017461.1,Fervidicoccus fontis Kam940
NZ_CP022242.1,Methanofervidicoccus sp. A16 chromosome
NC_007955.1,Methanococcoides burtonii DSM 6242
NC_000916.1,Methanothermobacter thermautotrophicus str. Delta H
NZ_CP024014.1,Candidatus Nitrosocaldus islandicus isolate 3F chromosome
NZ_CP009517.1,Methanosarcina barkeri 3 chromosome
NC_018227.2,Methanoculleus bourgensis MS2 chromosome I
NZ_CP015193.1,Thermococcus chitonophagus strain GC74 chromosome
NZ_CP050274.1,Halogeometricum borinquense strain wsp3 chromosome
NZ_CP033241.1,Saccharolobus solfataricus strain SUL120 chromosome
NZ_CP015105.1,Thermococcus thioreducens strain OGL-20P chromosome
NZ_CP069188.1,Haloterrigena salifodinae strain BOL5-1 chromosome
NZ_CP044523.1,Halorussus sp. ZS-3 chromosome
NZ_CP031150.1,Haloplanus rubicundus strain CBA1113 chromosome
NZ_CP007536.1,Nitrososphaera viennensis EN76 chromosome
NZ_CP014750.1,Thermococcus peptonophilus strain OG-1 chromosome
NC_018015.1,Thermococcus cleftensis
NZ_CP014213.1,Methanosphaera sp. BMS chromosome
NZ_CP020120.1,Methanococcus maripaludis strain OS7mut1 chromosome
NZ_CP016804.1,Halodesulfurarchaeum formicicum strain HSR6 chromosome
NC_013156.1,Methanocaldococcus fervens AG86
NZ_CP020362.1,Sulfolobus acidocaldarius strain Y14 16-22 chromosome
NC_013156.1,Methanocaldococcus fervens AG86
NZ_CP065856.1,Halosimplex litoreum strain YGH94 chromosome
NC_014658.1,Methanothermus fervidus DSM 2088
NC_021058.1,Sulfolobus islandicus LAL14/1
NC_019977.1,Methanomethylovorans hollandica DSM 15978
NC_014002.1,Methanohalophilus mahii DSM 5219
NC_010364.1,Halobacterium salinarum R1
NZ_CP053941.1,Halorubrum sp. RHB-C chromosome
NC_018001.1,Desulfurococcus amylolyticus DSM 16532
NC_014507.1,Methanolacinia petrolearia DSM 11571
NZ_CP009520.1,Methanosarcina vacuolata Z-761 chromosome
NZ_CP058531.1,Halobonum sp. Gai3-2 plasmid unnamed2
NC_013665.1,Methanocella paludicola SANAE
NZ_CP010868.1,Nitrosopumilus piranensis strain D3C chromosome
NZ_CP009504.1,Methanosarcina sp. WH1 chromosome
NZ_CP033241.1,Saccharolobus solfataricus strain SUL120 chromosome
NZ_CP009513.1,Methanosarcina mazei LYC chromosome
NZ_AP018553.1,Sulfodiicoccus acidiphilus strain HS-1 chromosome
NC_017274.1,Saccharolobus solfataricus 98/2
NC_014253.1,Methanohalobium evestigatum Z-7303
NC_013156.1,Methanocaldococcus fervens AG86
NZ_CP009503.1,Methanosarcina sp. WWM596 chromosome
NZ_CP024808.1,Candidatus Nitrosotenuis aquarius strain AQ6F chromosome
NC_010364.1,Halobacterium salinarum R1
NZ_CP040846.1,Thermococcus indicus strain IOH1 chromosome
NC_012804.1,Thermococcus gammatolerans EJ3
NC_021058.1,Sulfolobus islandicus LAL14/1
NZ_CP010529.1,Haloarcula sp. CBA1115 chromosome
NZ_CP034692.1,Halorubrum sp. BOL3-1 chromosome
NZ_CP009520.1,Methanosarcina vacuolata Z-761 chromosome
NZ_CP007174.1,Candidatus Nitrososphaera evergladensis SR1 chromosome
NC_016051.1,Thermococcus sp. AM4
NC_022084.1,Thermococcus litoralis DSM 5473
NZ_CP011266.1,Methanobrevibacter millerae strain SM9 chromosome
NZ_AP011526.1,Methanococcus maripaludis KA1 chromosome
NZ_CP043480.1,Methanothermobacter sp. THM-2 chromosome
NC_012632.1,Sulfolobus islandicus M.16.27
NZ_CP015101.1,Thermococcus barossii strain SHCK-94 chromosome
NZ_LT607756.1,Methanobacterium congolense isolate Buetzberg chromosome I
NC_002607.1,Halobacterium salinarum NRC-1
NZ_CP024014.1,Candidatus Nitrosocaldus islandicus isolate 3F chromosome
NZ_CP009505.1,Methanosarcina sp. MTP4 chromosome
NC_012589.1,Sulfolobus islandicus L.S.2.15
NC_013922.1,Natrialba magadii ATCC 43099
NC_015474.1,Pyrococcus sp. NA2
NC_013926.1,Aciduliprofundum boonei T469
NZ_CP012175.1,Metallosphaera sedula strain ARS120-2 chromosome
NC_021921.1,Halorhabdus tiamatea SARL4B chromosome I
NC_012588.1,Sulfolobus islandicus M.14.25
NC_011832.1,Methanosphaerula palustris E1-9c
NZ_CP014265.1,Methanobrevibacter olleyae strain YLM1 chromosome
NZ_CP019154.1,Haloarcula taiwanensis strain Taiwanensis chromosome I
NZ_CP009520.1,Methanosarcina vacuolata Z-761 chromosome
NZ_CP019067.1,Halorientalis sp. IM1011 chromosome
NC_011766.1,Desulfurococcus amylolyticus 1221n
NC_019964.1,Halovivax ruber XH-70
NC_013967.1,Haloferax volcanii DS2
NC_021313.1,Salinarchaeum sp. Harcht-Bsk1
NZ_CP035425.1,Candidatus Nitrosopumilus sp. SW chromosome
NZ_CP019893.1,Natrarchaeobaculum aegyptiacum strain JW/NM-HA 15 chromosome
NZ_CP015363.1,Ferroplasma acidiphilum strain Y chromosome
NZ_CP026993.1,Nitrosopumilus cobalaminigenes strain HCA1 chromosome
NZ_CP030846.1,Candidatus Nitrosotenuis sp. DW1 chromosome
NC_013926.1,Aciduliprofundum boonei T469
NZ_CP058579.1,Halobonum sp. NJ-3-1 chromosome
NC_005791.1,Methanococcus maripaludis S2
NC_014408.1,Methanothermobacter marburgensis str. Marburg
NZ_CP007055.1,Halostagnicola larsenii XH-48 chromosome
NC_007426.1,Natronomonas pharaonis DSM 2160
NZ_CP011267.1,Geoglobus ahangari strain 234 chromosome
NZ_CP035730.1,Sulfolobus sp. S-194 chromosome
NC_008701.1,Pyrobaculum islandicum DSM 4184
NC_008942.1,Methanocorpusculum labreanum Z
NZ_CP017686.1,Candidatus Methanomethylophilus alvus strain Mx-05 chromosome
NZ_CP009508.1,Methanosarcina siciliae C2J chromosome
NC_022084.1,Thermococcus litoralis DSM 5473
NZ_CP012175.1,Metallosphaera sedula strain ARS120-2 chromosome
NZ_CP014750.1,Thermococcus peptonophilus strain OG-1 chromosome
NZ_CP015363.1,Ferroplasma acidiphilum strain Y chromosome
NZ_CP009514.1,Methanosarcina mazei C16 chromosome
NZ_CP007026.1,Candidatus Nitrosopelagicus brevis strain CN25 chromosome
NZ_CP063144.1,Thermosphaera aggregans strain 3507 chromosome
NC_014122.1,Methanocaldococcus infernus ME
NC_017941.2,Haloferax mediterranei ATCC 33500
NZ_LR778300.1,Thermococcus sp. 2319x1 strain Essen chromosome 1
NZ_CP010529.1,Haloarcula sp. CBA1115 chromosome
NC_017946.1,Pyrococcus sp. ST04
NC_013849.1,Ferroglobus placidus DSM 10642
NC_020388.1,Natronomonas moolapensis 8.8.11
NZ_CP031148.1,Haloplanus rubicundus strain CBA1112 chromosome
NZ_CP007057.1,Halostagnicola larsenii XH-48 plasmid unnamed2
NC_022521.1,Aeropyrum camini SY1 = JCM 12091
NC_019791.1,Caldisphaera lagunensis DSM 15908
NZ_CP009515.1,Methanosarcina lacustris Z-7289 chromosome
NC_007355.1,Methanosarcina barkeri str. Fusaro
NZ_CP019154.1,Haloarcula taiwanensis strain Taiwanensis chromosome I
NC_013926.1,Aciduliprofundum boonei T469
NZ_CP034145.1,Haloplanus aerogenes strain JCM 16430 chromosome
NC_017034.1,Methanocella conradii HZ254
NZ_CP026309.1,Salinigranum rubrum strain GX10 chromosome
NZ_CP015106.1,Thermococcus radiotolerans strain EJ2 chromosome
NZ_CP021324.1,Candidatus Nitrosomarinus catalina strain SPOT01 chromosome
NZ_CP020364.1,Sulfolobus acidocaldarius strain DG1 chromosome
NC_023013.1,Haloarcula hispanica N601 chromosome 1
NZ_CP027033.1,Natrarchaeobaculum sulfurireducens strain AArc-Mg chromosome
NZ_CP033240.1,Saccharolobus solfataricus strain SARC-O chromosome
NZ_CP011057.2,Saccharolobus solfataricus strain SULA isolate 98/2 chromosome
NC_015943.1,Haloarcula hispanica ATCC 33960 chromosome II
NC_017275.1,Sulfolobus islandicus HVE10/4
NC_014961.1,Desulfurococcus mucosus DSM 2162
NZ_CP062310.1,Thermofilum sp. 3507LT chromosome
NZ_CP075546.1,Methanospirillum sp. J.3.6.1-F.2.7.3 chromosome
NC_019792.1,Natronobacterium gregoryi SP2
NC_006396.1,Haloarcula marismortui ATCC 43049 chromosome I
NZ_CP075546.1,Methanospirillum sp. J.3.6.1-F.2.7.3 chromosome
NC_015931.1,Pyrolobus fumarii 1A
NZ_CP007493.1,Thermofilum adornatus 1505 chromosome
NZ_LR881183.1,Thermococcus sp. IRI35c chromosome TIRI35C
NZ_CP070377.1,Halobacterium sp. GSL-19 chromosome
NZ_CP054585.1,Halorubrum sp. CBA1229 chromosome
NC_021355.1,Methanobrevibacter sp. AbM4
NC_020246.1,Sulfolobus acidocaldarius N8
NZ_CP044013.1,Methanothermobacter sp. THM-1 chromosome
NZ_CP041932.1,Thermococcus sp. SY113 chromosome
NC_013790.1,Methanobrevibacter ruminantium M1
NZ_CP017768.1,Methanobacterium subterraneum strain A8p chromosome
NC_013158.1,Halorhabdus utahensis DSM 12940
NC_015216.1,Methanobacterium lacus
NZ_CP053941.1,Halorubrum sp. RHB-C chromosome
NC_008212.1,Haloquadratum walsbyi DSM 16790
NZ_CP007536.1,Nitrososphaera viennensis EN76 chromosome
NZ_CP012850.1,Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome
NC_002607.1,Halobacterium salinarum NRC-1
NZ_LR698974.1,Candidatus Methanomassiliicoccus intestinalis isolate MGYG-HGUT-02160 chromosome 1
NZ_CP023154.1,Pyrococcus furiosus DSM 3638 chromosome
NZ_CP009503.1,Methanosarcina sp. WWM596 chromosome
NZ_CP050274.1,Halogeometricum borinquense strain wsp3 chromosome
NC_015676.1,Methanosalsum zhilinae DSM 4017
NZ_CP010529.1,Haloarcula sp. CBA1115 chromosome
NC_009635.1,Methanococcus aeolicus Nankai-3
NZ_LT981265.1,Candidatus Nitrosocaldus cavascurensis strain SCU2 chromosome NCAV
NZ_CP033239.1,Saccharolobus solfataricus strain SARC-N chromosome
NZ_CP015103.1,Thermococcus siculi strain RG-20 chromosome
NZ_CP026309.1,Salinigranum rubrum strain GX10 chromosome
NZ_CP076019.1,Halorubrum sp. 2020YC2 chromosome
NC_015416.1,Methanothrix soehngenii GP6
NZ_CP009504.1,Methanosarcina sp. WH1 chromosome
NC_019791.1,Caldisphaera lagunensis DSM 15908
NC_008698.1,Thermofilum pendens Hrk 5
NC_021169.1,Archaeoglobus sulfaticallidus PM70-1
NZ_CP009507.1,Methanosarcina siciliae HI350 chromosome
NZ_CP024047.1,Natrarchaeobaculum sulfurireducens strain AArc1 chromosome
NC_009975.1,Methanococcus maripaludis C6
NC_012588.1,Sulfolobus islandicus M.14.25
NC_012028.1,Halorubrum lacusprofundi ATCC 49239 chromosome 2
NZ_CP063205.1,Haloferax gibbonsii strain LR2-5 chromosome
NC_014222.1,Methanococcus voltae A3
NC_020388.1,Natronomonas moolapensis 8.8.11
NZ_CP049074.1,Metallosphaera tengchongensis strain Ric-A chromosome
NZ_CP054707.1,Halarchaeum sp. CBA1220 chromosome
NC_014002.1,Methanohalophilus mahii DSM 5219
NZ_CP030064.1,Halorubrum sp. PV6 chromosome
NC_014804.1,Thermococcus barophilus MP
NC_017941.2,Haloferax mediterranei ATCC 33500
NC_015315.1,Thermoproteus uzoniensis 768-20
NC_021058.1,Sulfolobus islandicus LAL14/1
NZ_CP033239.1,Saccharolobus solfataricus strain SARC-N chromosome
NZ_CP015106.1,Thermococcus radiotolerans strain EJ2 chromosome
NZ_CP011070.1,Nitrosopumilus adriaticus strain NF5 chromosome
NC_014122.1,Methanocaldococcus infernus ME
NZ_CP040330.1,Natrinema versiforme strain BOL5-4 chromosome
NZ_CP053941.1,Halorubrum sp. RHB-C chromosome
NZ_CP009501.1,Methanosarcina thermophila TM-1 chromosome
NZ_CP063144.1,Thermosphaera aggregans strain 3507 chromosome
NZ_CP026995.1,Nitrosopumilus ureiphilus strain PS0 chromosome
NC_015680.1,Pyrococcus yayanosii CH1
NZ_CP058910.1,Halosimplex rubrum strain R27 chromosome
NC_013887.1,Methanocaldococcus sp. FS406-22
NZ_CP033238.1,Saccharolobus solfataricus strain SULM chromosome
NC_021169.1,Archaeoglobus sulfaticallidus PM70-1
NC_010085.1,Nitrosopumilus maritimus SCM1
NZ_CP015104.1,Thermococcus sp. P6 chromosome
NZ_CP025066.1,Halalkaliarchaeum desulfuricum strain AArc-Sl chromosome
NC_017461.1,Fervidicoccus fontis Kam940
NZ_CP040330.1,Natrinema versiforme strain BOL5-4 chromosome
NC_007796.1,Methanospirillum hungatei JF-1
NZ_CP009515.1,Methanosarcina lacustris Z-7289 chromosome
NZ_CP007174.1,Candidatus Nitrososphaera evergladensis SR1 chromosome
NC_014658.1,Methanothermus fervidus DSM 2088
NC_016645.1,Pyrobaculum ferrireducens
NC_015636.1,Methanothermococcus okinawensis IH1
NZ_CP054707.1,Halarchaeum sp. CBA1220 chromosome
NZ_CP014213.1,Methanosphaera sp. BMS chromosome
NZ_CP048739.1,Halogeometricum borinquense strain wsp4 chromosome
NC_006624.1,Thermococcus kodakarensis KOD1
NZ_CP044013.1,Methanothermobacter sp. THM-1 chromosome
NC_017034.1,Methanocella conradii HZ254
NC_000909.1,Methanocaldococcus jannaschii DSM 2661
NC_014537.1,Vulcanisaeta distributa DSM 14429
NZ_CP035730.1,Sulfolobus sp. S-194 chromosome
NZ_CP007536.1,Nitrososphaera viennensis EN76 chromosome
NZ_CP006019.1,Palaeococcus pacificus DY20341 chromosome
NC_007955.1,Methanococcoides burtonii DSM 6242
NZ_CP024014.1,Candidatus Nitrosocaldus islandicus isolate 3F chromosome
NZ_CP058215.1,Methanolobus zinderi strain DSM 21339 chromosome
NZ_CP044523.1,Halorussus sp. ZS-3 chromosome
NZ_CP012172.1,Metallosphaera sedula strain ARS50-1 chromosome
NZ_CP009528.1,Methanosarcina barkeri MS chromosome
NZ_CP010515.1,Acidilobus sp. 7A chromosome
NZ_CP014855.1,Thermococcus gorgonarius strain W-12 chromosome
NZ_CP031310.1,Halapricum salinum strain CBA1105 chromosome
NZ_CP020477.1,Acidianus manzaensis strain YN-25 chromosome
NZ_AP018929.1,Sulfuracidifex tepidarius strain IC-006 chromosome
NZ_CP048739.1,Halogeometricum borinquense strain wsp4 chromosome
NC_015636.1,Methanothermococcus okinawensis IH1
NC_014122.1,Methanocaldococcus infernus ME
NC_012632.1,Sulfolobus islandicus M.16.27
NZ_CP063205.1,Haloferax gibbonsii strain LR2-5 chromosome
NZ_LT981265.1,Candidatus Nitrosocaldus cavascurensis strain SCU2 chromosome NCAV
NC_021592.1,Ferroplasma acidarmanus fer1
NC_021921.1,Halorhabdus tiamatea SARL4B chromosome I
NC_017946.1,Pyrococcus sp. ST04
NZ_CP009505.1,Methanosarcina sp. MTP4 chromosome
NZ_CP063205.1,Haloferax gibbonsii strain LR2-5 chromosome
NC_017276.1,Sulfolobus islandicus REY15A
NC_015320.1,Archaeoglobus veneficus SNP6
NZ_CP009501.1,Methanosarcina thermophila TM-1 chromosome
NC_009033.1,Staphylothermus marinus F1
NC_017946.1,Pyrococcus sp. ST04
NZ_CP065856.1,Halosimplex litoreum strain YGH94 chromosome
NC_011766.1,Desulfurococcus amylolyticus 1221n
NC_015676.1,Methanosalsum zhilinae DSM 4017
NC_013665.1,Methanocella paludicola SANAE
NC_015435.1,Metallosphaera cuprina Ar-4
NZ_CP019329.1,Haloterrigena daqingensis strain JX313 plasmid unnamed2
NC_005791.1,Methanococcus maripaludis S2
NZ_CP042937.1,Methanothermobacter sp. KEPCO-1 chromosome
NZ_CP045706.1,Sulfolobus sp. E11-6 chromosome
NZ_CP010070.1,Candidatus Methanoplasma termitum strain MpT1 chromosome
NZ_CP013050.1,Thermococcus barophilus strain CH5 chromosome
NC_015680.1,Pyrococcus yayanosii CH1
NC_010366.1,Halobacterium salinarum R1 plasmid PHS1
NC_017946.1,Pyrococcus sp. ST04
NZ_CP044013.1,Methanothermobacter sp. THM-1 chromosome
NC_013158.1,Halorhabdus utahensis DSM 12940
NZ_CP014854.1,Thermococcus celer Vu 13 = JCM 8558 strain Vu 13 chromosome
NZ_LR699000.1,Candidatus Methanomethylophilus alvus isolate MGYG-HGUT-02456 chromosome 1
NZ_CP045142.1,Halomicrobium sp. ZPS1 chromosome
NC_015315.1,Thermoproteus uzoniensis 768-20
NZ_CP031156.1,Metallosphaera prunae strain Ron 12/II chromosome
NC_014658.1,Methanothermus fervidus DSM 2088
NC_014537.1,Vulcanisaeta distributa DSM 14429
NC_015474.1,Pyrococcus sp. NA2
NZ_CP020360.1,Sulfolobus acidocaldarius strain Y14 18-5 chromosome
NC_014374.1,Acidilobus saccharovorans 345-15
NZ_CP011070.1,Nitrosopumilus adriaticus strain NF5 chromosome
NZ_CP008746.1,Methanosarcina barkeri CM1 chromosome
NC_000917.1,Archaeoglobus fulgidus DSM 4304
NZ_CP012172.1,Metallosphaera sedula strain ARS50-1 chromosome
NZ_CP009516.1,Methanosarcina horonobensis HB-1 = JCM 15518 strain HB-1 chromosome
NC_000916.1,Methanothermobacter thermautotrophicus str. Delta H
NZ_CP009524.1,Methanosarcina sp. Kolksee chromosome
NZ_CP033238.1,Saccharolobus solfataricus strain SULM chromosome
NZ_CP014854.1,Thermococcus celer Vu 13 = JCM 8558 strain Vu 13 chromosome
NC_014297.1,Halalkalicoccus jeotgali B3
NZ_CP008746.1,Methanosarcina barkeri CM1 chromosome
NZ_LT158599.1,Methanoculleus bourgensis isolate Methanoculleus sp MAB1 chromosome 1
NZ_CP009526.1,Methanosarcina barkeri str. Wiesmoor chromosome
NZ_CP054707.1,Halarchaeum sp. CBA1220 chromosome
NZ_CP010515.1,Acidilobus sp. 7A chromosome
NZ_CP012850.1,Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome
NZ_CP012200.1,Thermococcus sp. 2319x1 chromosome
NZ_CP015363.1,Ferroplasma acidiphilum strain Y chromosome
NC_021353.1,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
NZ_CP011267.1,Geoglobus ahangari strain 234 chromosome
NC_013966.1,Haloferax volcanii DS2 plasmid pHV4
NZ_CP030846.1,Candidatus Nitrosotenuis sp. DW1 chromosome
NZ_CP063144.1,Thermosphaera aggregans strain 3507 chromosome
NZ_CP060530.1,Candidatus Micrarchaeum sp. strain A_DKE chromosome
NZ_CP030064.1,Halorubrum sp. PV6 chromosome
NZ_CP032683.1,Methanosarcina flavescens strain E03.2 chromosome
NZ_CP045706.1,Sulfolobus sp. E11-6 chromosome
NZ_CP017921.1,Methanohalophilus halophilus strain Z-7982 chromosome
